,Symbol,Stock Name,Country,Market Price,Day Price Range,PE Ratio,marketCap,Dividend Yield,52 Week Low Price Range Change,52 Week High Price Range Change,3 Month Average Daily Volume,52 Week Price Range,priceEpsCurrentYear
6,MYGN,Myriad Genetics,us_market,31.34,29.76 - 31.59,,2357096960,,2.391775,-0.007913897,856708,9.24 - 31.59,-111.92857
7,603706.SS,,cn_market,14.08,13.7 - 14.1,20.405798,2666512640,0.032703485,0.07480913,-0.35766423,991723,13.1 - 21.92,
8,AC.PA,,fr_market,31.46,30.96 - 31.54,,8223109120,0.033903778,0.5612903,-0.14972976,861693,20.15 - 37.0,
9,300445.SZ,,cn_market,11.75,11.52 - 11.85,33.76437,2542465024,0.004987102,0.09813086,-0.39182195,1034757,10.7 - 19.32,
10,TMHC,Taylor Morrison Home,us_market,28.61,28.14 - 29.03,15.218085,3717669376,,3.4773085,-0.08036001,1187338,6.39 - 31.11,6.100213
11,MYOV,Myovant Sciences,us_market,22.96,22.81 - 23.78,,2084754176,,2.839465,-0.25695795,1166618,5.98 - 30.9,-8.631578
12,BIG,Big Lots,us_market,64.09,62.26 - 64.24,4.039964,2378379776,0.019295707,5.3267517,-0.059160396,1601171,10.13 - 68.12,8.7197275
13,FTAI,Fortress Transportation,us_market,26.63,26.44 - 27.18,16.47896,2279983360,0.049642723,6.2168016,-0.056343026,529001,3.69 - 28.22,-33.70886
14,002889.SZ,,cn_market,24.53,24.09 - 24.55,19.483719,3387617536,0.009016056,0.16642891,-0.20691884,790742,21.03 - 30.93,
15,LPL,LG Display,us_market,11.19,11.09 - 11.24,,8007283712,0.041465677,2.0741756,-0.0044484157,558811,3.64 - 11.24,-20.345453
16,PBH,Prestige Consumer,us_market,41.33,41.295 - 42.42,12.600611,2060912256,,0.50839424,-0.0874365,600685,27.4 - 45.29,12.795666
17,DNA3.L,,gb_market,43.0,41.0 - 43.0,4.4791665,94600000,0.0019302325,0.65384614,-0.34630585,110037,26.0 - 65.78,
18,ACM,AECOM,us_market,57.16,55.985 - 57.48,,8443217920,,1.6268383,-0.028221691,1149545,21.76 - 58.82,21.09225
19,CLGX,CoreLogic,us_market,89.22,88.96 - 90.7,30.554794,6526629888,0.012233096,2.6136086,-0.016317483,1450388,24.69 - 90.7,22.473553
20,688588.SS,,cn_market,21.04,20.09 - 21.1,49.158882,8416210432,0.00981836,0.13668291,-0.614652,890964,18.51 - 54.6,
21,DOMO,Domo,us_market,69.12,67.03 - 70.0385,,2070095744,,8.070867,-0.12506326,620423,7.62 - 79.0,-37.362164
22,688656.SS,,cn_market,84.08,77.0 - 85.65,83.24753,5301941760,,0.36427066,-0.12407538,2647013,61.63 - 95.99,
23,CWH,Camping World,us_market,36.97,36.74 - 37.7,17.739923,3281327872,0.009006551,9.873529,-0.12991293,1498273,3.4 - 42.49,10.809941
24,CIT,CIT,us_market,47.0,45.0 - 47.17,,4634622976,0.031284917,2.9101496,-0.0036039469,1026565,12.02 - 47.17,17.09091
0,688028.SS,,cn_market,31.22,29.54 - 31.22,43.72549,2497600000,0.031124499,0.13444763,-0.5686653,677404,27.52 - 72.38,
1,300536.SZ,,cn_market,13.35,13.15 - 13.43,370.83337,3915394816,0.0027272727,1.0227274,-0.26648352,2043369,6.6 - 18.2,
2,PDM,Piedmont Office Realty,us_market,16.88,16.59 - 17.01,9.124324,2092360320,0.050269302,0.4991118,-0.303343,741480,11.26 - 24.23,62.518513
3,OUT,Outfront Media,us_market,21.48,21.05 - 21.745,,3102334720,0.035204567,2.0381894,-0.29986966,1507583,7.07 - 30.68,-40.528305
4,300483.SZ,,cn_market,34.21,33.5 - 34.94,41.77045,5103584256,0.0015868436,0.258646,-0.15405539,752509,27.18 - 40.44,
5,CELH,Celsius,us_market,60.82,59.24 - 63.98,760.25,4410508288,,17.888199,-0.13925847,1327221,3.22 - 70.66,506.83334
6,TPIC,TPI Composites,us_market,70.5,66.76 - 71.44,,2519726336,,6.6755576,-0.13348083,778930,9.185 - 81.36,-123.68421
7,SATS,EchoStar,us_market,22.55,22.4 - 23.18,,2190225152,,0.1417721,-0.4222393,856268,19.75 - 39.03,-40.267857
8,002892.SZ,,cn_market,20.31,19.81 - 20.47,28.605635,2886457088,0.022421524,0.19260122,-0.26678705,1141638,17.03 - 27.7,
9,SSL,,us_market,13.93,13.59 - 13.955,13.30468,8722464768,0.071097836,10.144,-0.030619318,1028671,1.25 - 14.37,
10,RVLV,Revolve,us_market,37.34,36.3201 - 38.574,,2621869056,,4.2078104,-0.087933525,1102953,7.17 - 40.94,59.26984
11,JELD,JELD-WEN,us_market,27.29,26.84 - 28.22,30.322224,2749522176,,3.5033007,-0.09275263,373131,6.06 - 30.08,13.713569
12,BXMT,Blackstone Mortgage Trust,us_market,28.58,28.25 - 28.805,29.433573,4202403072,0.088256225,1.2557222,-0.287104,1021450,12.67 - 40.09,12.008403
13,EXG,Eaton Vance Tax-Mgd Glbl,us_market,8.95,8.93 - 8.98,,2710623744,,0.9002123,-0.016483579,711590,4.71 - 9.1,
14,ARE.L,,gb_market,9.48,9.3175 - 10.0,,23483002,0.0001980198,1.3723722,-0.5690909,696034,3.996 - 22.0,
15,688360.SS,,cn_market,28.86,27.11 - 29.18,27.776709,2472626688,,0.12208404,-0.63361686,358347,25.72 - 78.77,
16,BYOT.L,,gb_market,6.3,6.4 - 6.5,15.75,28131390,,1.4609376,-0.37623763,1015833,2.56 - 10.1,
17,7187.T,,jp_market,735.0,728.0 - 779.0,16.26466,6495003648,0.00879397,2.75,-0.23197491,360463,196.0 - 957.0,
18,300799.SZ,,cn_market,43.35,41.75 - 43.49,46.413273,4421700096,0.0031464396,0.106149524,-0.45216733,1022925,39.19 - 79.13,
19,ALV,Autoliv,us_market,93.51,90.79 - 93.92,43.696262,8169267200,0.006882771,1.4504718,-0.025226709,420270,38.16 - 95.93,13.731278
20,FMBI,First Midwest Bancorp,us_market,18.69,18.38 - 18.72,21.48276,2136192256,0.030601094,0.8128031,-0.07840237,811570,10.31 - 20.28,13.543479
21,LPRO,,us_market,38.74,38.16 - 40.15,,4912348672,,3.1344721,-0.09906973,1190091,9.37 - 43.0,-33.982456
22,300837.SZ,,cn_market,45.78,45.01 - 46.19,36.830246,4577999872,,0.9741267,-0.45886526,734115,23.19 - 84.6,
23,VC,Visteon,us_market,121.88,121.125 - 125.2,,3402365440,,2.1501682,-0.17397496,266431,38.69 - 147.55,27.954126
24,8256.T,,jp_market,190.0,186.0 - 193.0,,5398051840,0.0025906735,3.0425532,-0.64684016,1009675,47.0 - 538.0,
0,688369.SS,,cn_market,61.39,57.52 - 63.3,38.273067,4726391296,0.0068787616,0.13454072,-0.31652194,642416,54.11 - 89.82,
1,JW-A,John Wiley & Sons,us_market,54.25,53.61 - 54.6,,3023222272,0.025390627,0.80833334,-0.0064102286,288268,30.0 - 54.6,21.442688
2,DNP,DNP Select Income Fund,us_market,10.49,10.335 - 10.54,,3244588544,0.07514451,0.55177504,-0.19923668,519383,6.76 - 13.1,
3,688011.SS,,cn_market,42.89,41.42 - 42.9,76.58929,4288999936,0.0042972458,0.29070118,-0.32879502,1453137,33.23 - 63.9,
4,ARES,Ares Management,us_market,51.49,51.25 - 52.54,59.18391,7405910016,0.030757401,1.5490099,-0.034864046,609076,20.2 - 53.35,22.484716
5,FRT,Federal Realty,us_market,99.71,99.6901 - 101.73,61.54938,7652533248,0.041860927,0.5552955,-0.22819106,858706,64.11 - 129.19,65.59869
6,RNR,RenaissanceRe,us_market,158.55,156.415 - 160.14,10.355976,8040784384,0.008795627,0.3997529,-0.21233043,386193,113.27 - 201.29,10.793057
7,603567.SS,,cn_market,10.73,10.57 - 10.76,29.316938,9111486464,0.020471696,0.0655412,-0.22527081,868221,10.07 - 13.85,
8,SOGO,Sogou,us_market,8.37,8.23 - 8.38,,3244136704,,1.8372881,-0.06375836,1023860,2.95 - 8.94,23.249998
9,QTS,QTS Realty Trust,us_market,63.19,63.13 - 64.45,,4080816384,0.029320024,0.48194182,-0.12961432,666765,42.64 - 72.6,526.5833
10,HE,Hawaiian Electric,us_market,35.02,34.8 - 35.52,19.348066,3823518720,0.03782235,0.100219935,-0.36500454,424490,31.83 - 55.15,18.727272
11,B4B.DE,,de_market,10.415,10.16 - 10.465,6.3274603,3788758272,0.06812652,0.7073771,-0.18409717,1265999,6.1 - 12.765,
12,DNLI,Denali Therapeutics,us_market,65.28,61.69 - 65.41,,7828247040,,4.268765,-0.30508837,655828,12.39 - 93.94,-41.579617
13,SNV,Synovus Financial,us_market,42.23,41.33 - 42.4,18.36087,6251687424,0.032171585,2.8707607,-0.008219874,977660,10.91 - 42.58,11.763231
14,FCPT,Four Corners Property,us_market,27.35,26.555 - 27.675,25.324074,2075181312,0.046125047,1.1367188,-0.15768404,576893,12.8 - 32.47,23.577587
15,LEG,Leggett & Platt,us_market,42.96,41.94 - 43.01,23.604395,5693016064,0.038231783,0.950068,-0.06871888,1006075,22.03 - 46.13,17.392712
16,DAO,Youdao,us_market,32.5,31.0 - 32.99,,4029382400,,1.1900269,-0.3186583,566130,14.84 - 47.7,-13.2653055
17,VGR,Vector,us_market,14.16,13.82 - 14.24,31.189426,2170628864,0.07220216,0.78787875,-0.025464548,771123,7.92 - 14.53,25.745453
18,603679.SS,,cn_market,18.86,18.55 - 18.91,40.29915,2694849024,0.004954715,0.13069546,-0.51992726,1746651,16.68 - 39.285713,
19,9704.T,,jp_market,27.0,27.0 - 27.0,,6856514560,,0.5,-0.30769232,557575,18.0 - 39.0,
20,WGO,Winnebago,us_market,71.68,70.37 - 72.16,23.130043,2405186560,0.006406606,3.2314048,-0.03991432,728753,16.94 - 74.66,12.379966
21,300584.SZ,,cn_market,19.35,18.72 - 19.64,34.066902,2322000128,0.013326226,0.15110059,-0.44714284,879275,16.81 - 35.0,
22,ALLO,Allogene Therapeutics,us_market,34.72,33.86 - 35.22,,4870521856,,0.9919679,-0.36872724,895381,17.43 - 55.0,-16.454977
23,688181.SS,,cn_market,51.96,50.4 - 52.17,30.350466,5012737024,0.007100592,0.20556846,-0.44940132,801530,43.1 - 94.37,
24,PHAR.L,,gb_market,20.3,19.78 - 21.0,,89761928,0.0034146341,1.03,-0.4191703,919177,10.0 - 34.95,
0,CERT,,us_market,35.84,35.57 - 37.43,,5482767872,,0.20673399,-0.14237857,1059689,29.7 - 41.79,256.0
1,WWE,World Wrestling,us_market,46.81,46.71 - 47.78,30.006413,3643461376,0.010154432,0.6085911,-0.21983331,1161803,29.1 - 60.0,29.815287
2,ORA,Ormat,us_market,112.72,108.99 - 113.83,75.0966,6294408704,0.004052685,1.1092815,-0.12532005,632515,53.44 - 128.87,68.315155
3,BERY,Berry Global,us_market,57.21,56.24 - 57.56,12.059443,7666139648,,1.2883999,-0.062131163,957331,25.0 - 61.0,10.535912
4,WING,Wingstop,us_market,140.46,137.88 - 142.89,180.07693,4169976576,0.0035839726,2.1728034,-0.18748187,435495,44.27 - 172.87,108.046165
5,300875.SZ,,cn_market,74.16,72.34 - 74.68,41.430172,5695191552,,0.099807255,-0.57552516,994658,67.43 - 174.71,
6,FNMAT,,us_market,4.85,4.8 - 5.02,1616.6666,6417762816,,0.16867465,-0.5479963,256593,4.15 - 10.73,
7,VSH,Vishay Intertechnology,us_market,23.63,23.19 - 23.75,27.832745,3418268416,0.016443098,1.1041852,-0.025968717,1003633,11.23 - 24.26,14.677018
8,002992.SZ,,cn_market,21.71,21.1 - 21.79,37.95454,2995132928,,0.08549996,-0.5903774,1431581,20.0 - 53.0,
9,900909.SS,,cn_market,0.501,0.494 - 0.505,,2169881088,,0.38397792,-0.07050091,264683,0.362 - 0.539,
10,FMCC,Federal Home Loan,us_market,1.8,1.79 - 1.82,163.63637,1170106240,,0.4999999,-0.42122185,3353026,1.2 - 3.11,180.0
11,SF,Stifel Financial,us_market,59.16,57.5505 - 59.17,14.221154,6210262016,0.007827448,1.8506267,-0.00033795973,651395,20.753332 - 59.18,12.350731
12,GTLS,Chart Industries,us_market,134.02,132.97 - 148.12,15.260762,4832828416,,7.934667,-0.1570539,380341,15.0 - 158.99,39.650887
13,300887.SZ,,cn_market,76.4,74.0 - 76.83,30.981346,5806400000,,0.0707779,-0.4163483,1355523,71.35 - 130.9,
14,TKC,Turkcell Iletisim,us_market,6.0,5.88 - 6.1,8.053691,5339526144,0.11986301,0.37614673,-0.056603793,318141,4.36 - 6.36,
15,688356.SS,,cn_market,86.68,85.07 - 89.7,52.21687,5200800256,,0.1381302,-0.42443562,448774,76.16 - 150.6,
16,FOXF,Fox Factory,us_market,137.88,135.46 - 140.38,67.654564,5751691776,,2.9872758,-0.037755523,235018,34.58 - 143.29,47.544827
17,BTRS,,us_market,19.0,18.46 - 19.6,,2759977984,,1.054054,-0.03846155,633925,9.25 - 19.76,
18,CUZ,Cousins Properties,us_market,33.12,33.07 - 33.67,20.725906,4920505856,0.035971224,0.5659574,-0.20879124,933940,21.15 - 41.86,42.46154
19,CONE,CyrusOne,us_market,68.23,67.93 - 70.09,194.94287,8217826304,0.029056387,0.56061304,-0.21366824,883000,43.72 - 86.77,401.35297
20,SYNH,Syneos Health,us_market,75.62,74.0 - 76.76,41.322407,7887544320,,1.5189874,-0.070436336,803673,30.02 - 81.35,17.87707
21,EAAS.L,,gb_market,19.0,18.0 - 19.45,,46394772,,4.9375,-0.084337346,723036,3.2 - 20.75,
22,PDCE,PDC Energy,us_market,28.69,27.9924 - 28.775,,2858605568,,5.3614187,-0.05157023,977560,4.51 - 30.25,-4.695581
23,BRSD.L,,gb_market,24.75,23.5 - 25.4,,28367708,,0.3561644,-0.2720588,898044,18.25 - 34.0,
24,GET.PA,,fr_market,13.44,13.27 - 13.46,200.597,7229819392,0.03064275,0.5600696,-0.19809073,904075,8.615 - 16.76,
0,IOVA,Iovance Biotherapeutics,us_market,47.19,46.18 - 47.5,,6922159616,,1.5235293,-0.12949641,1226518,18.7 - 54.21,-25.508106
1,603192.SS,,cn_market,23.0,21.73 - 23.09,24.236038,2453340928,0.016986301,0.13917778,-0.25032595,360465,20.19 - 30.68,
2,JAMF,,us_market,40.51,39.02 - 40.66,,4723303936,,0.40562105,-0.2056863,670896,28.82 - 51.0,337.5833
3,300521.SZ,,cn_market,16.99,16.22 - 17.28,,2446560000,0.00030469225,0.9372861,-0.43139222,1050079,8.77 - 29.88,
4,MNO.L,,gb_market,15.0,14.52 - 16.0273,,23013602,,9.0,-0.20085244,255165,1.5 - 18.77,
5,MSP,Madison Strategic Sector,us_market,24.77,23.9 - 24.97,,3986979328,,0.07183037,-0.25971305,536131,23.11 - 33.46,49.54
6,THO,Thor,us_market,119.11,118.39 - 121.78,23.123665,6594668032,0.013689312,2.687616,-0.098471045,752740,32.3 - 132.12,15.231458
7,002922.SZ,,cn_market,12.49,12.32 - 12.54,31.540403,2178368256,0.016260162,0.08044977,-0.31673965,1694610,11.56 - 18.28,
8,NJR,New Jersey Resources,us_market,39.6,38.91 - 40.04,19.102749,3811515648,0.033102386,0.8732261,-0.07303377,584951,21.14 - 42.72,24.749998
9,IAA,IAA,us_market,60.12,59.15 - 60.37,41.319584,8084035072,,1.7590636,-0.10067315,779661,21.79 - 66.85,30.830769
10,PSXP,Phillips 66 Partners,us_market,26.15,26.0 - 26.4299,8.004285,5971090944,0.13461539,0.37631577,-0.58005464,992186,19.0 - 62.27,7.2437673
11,EQC,Equity Commonwealth,us_market,28.25,28.25 - 28.92,7.9242635,3436471296,0.034867503,0.09496127,-0.19469787,744896,25.8 - 35.08,-313.8889
12,603506.SS,,cn_market,20.5,19.9 - 20.65,20.918367,2749603584,0.012686566,0.17142858,-0.38622758,1376149,17.5 - 33.4,
13,CSOD,Cornerstone OnDemand,us_market,51.61,51.24 - 54.04,,3334160896,,1.3226824,-0.07641375,436845,22.22 - 55.88,24.57619
14,603033.SS,,cn_market,21.4,20.95 - 21.6,55.44041,9120358400,0.0076421252,0.5010021,-0.32598427,1202472,14.257142 - 31.75,
15,002870.SZ,,cn_market,21.22,20.65 - 21.27,,2348417280,0.008583692,0.15892954,-0.3038058,1875827,18.31 - 30.48,
16,603289.SS,,cn_market,7.57,7.39 - 7.59,22.199415,2019676032,0.026954178,0.07834761,-0.40346727,955617,7.02 - 12.69,
17,VAC,Marriott Vacations,us_market,156.05,148.9591 - 157.07,,6413358592,0.0072977906,4.1843853,-0.010274594,355258,30.1 - 157.67,-421.75674
18,ONEM,1Life Healthcare,us_market,56.67,55.49 - 57.56,,7537846272,,2.7779999,-0.052658,1369988,15.0 - 59.82,-66.670586
19,3647.T,,jp_market,251.0,238.0 - 261.0,27.024117,4230855936,0.033195022,1.2818182,-0.2617647,502736,110.0 - 340.0,
20,SIMO,Silicon Motion ,us_market,61.68,60.15 - 61.95,27.052631,2167830016,0.023356691,1.3083832,-0.04223604,448378,26.72 - 64.4,15.229629
21,002995.SZ,,cn_market,46.96,44.63 - 47.12,24.71579,3036903168,,0.1563654,-0.5055281,536347,40.61 - 94.97,
22,ACHC,Acadia Healthcare,us_market,51.81,50.87 - 52.25,45.728157,4610634240,,3.6717765,-0.061072834,576491,11.09 - 55.18,22.624454
23,300620.SZ,,cn_market,37.4,36.65 - 37.55,64.37178,4058535936,0.0054054055,0.16692676,-0.44278905,1014575,32.05 - 67.12,
24,WYND,Wyndham Destinations,us_market,51.75,51.13 - 52.685,,4443321856,0.03386223,2.7663758,-0.06957927,615844,13.74 - 55.62,-79.61539
0,PII,Polaris,us_market,121.86,117.52 - 122.0,61.23618,7551700992,0.021144172,2.2626507,-0.055348832,700905,37.35 - 129.0,13.958764
1,003017.SZ,,cn_market,45.93,44.28 - 46.08,20.467915,2755800064,0.006718925,0.3266898,-0.26512,1244748,34.62 - 62.5,
2,002729.SZ,,cn_market,47.96,46.87 - 48.8,176.97417,3197972736,0.0014805415,0.5421221,-0.08959759,491712,31.1 - 52.68,
3,688022.SS,,cn_market,27.28,26.14 - 27.4,41.52207,2946240000,0.010478703,0.091200024,-0.5592892,1264248,25.0 - 61.9,
4,SNDR,Schneider National,us_market,23.44,23.115 - 23.47,19.69748,4156872960,0.011240813,0.52604175,-0.16672587,631300,15.36 - 28.13,14.742139
5,CNR.L,,gb_market,50.5,49.0 - 53.0,,61102980,,1.525,-0.24907063,366753,20.0 - 67.25,
6,OLLI,Ollie's Bargain Outlet,us_market,94.84,93.1276 - 97.45,27.307802,6204271104,,2.2896287,-0.23218913,1388553,28.83 - 123.52,31.095081
7,INSM,Insmed,us_market,40.9,40.17 - 42.06,,4166401280,,2.3829613,-0.09991191,811100,12.09 - 45.44,-15.551331
8,PING,Ping Identity,us_market,35.92,35.39 - 36.2499,,2913503232,,1.9883525,-0.04973548,1062450,12.02 - 37.8,108.84847
9,TNDM,Tandem Diabetes Care,us_market,98.1,97.55 - 100.42,,6101289984,,1.2453651,-0.20720866,746286,43.69 - 123.74,-136.25
10,HTH,Hilltop,us_market,32.3,31.22 - 32.3,6.4471054,2654688256,0.011635424,1.9230769,-0.041258518,869901,11.05 - 33.69,11.4539
11,COOP,Mr. Cooper,us_market,30.26,29.6 - 30.32,4.9777923,2749230080,,6.020882,-0.06720094,835546,4.31 - 32.44,3.4038243
12,CALX,Calix,us_market,36.3,34.76 - 37.0,67.22222,2242356224,,5.4705877,-0.051228415,896650,5.61 - 38.26,40.78652
13,PDCO,Patterson Companies,us_market,31.63,30.795 - 31.96,,3052421376,0.033526756,1.4462489,-0.14235362,854210,12.93 - 36.88,16.055838
14,CDNA,CareDx,us_market,85.05,83.01 - 85.99,,4189325056,0.019082215,5.522239,-0.14805168,709771,13.04 - 99.83,500.29413
15,4583.T,,jp_market,229.0,227.0 - 234.0,,8997478400,,0.5902778,-0.5268595,1583075,144.0 - 484.0,
16,CTRE,CareTrust REIT,us_market,22.11,22.02 - 22.41,26.134752,2120205440,0.04474273,2.087989,-0.074120544,733341,7.16 - 23.88,26.32143
17,603629.SS,,cn_market,33.56,32.62 - 33.6,72.79827,3356000256,0.0059594754,0.5980953,-0.13505149,1998191,21.0 - 38.8,
18,688157.SS,,cn_market,96.03,90.0 - 98.98,80.024994,7643987968,,0.268225,-0.22274385,635376,75.72 - 123.55,
19,PFGC,Performance Food,us_market,52.63,49.94 - 53.22,,7039209984,,6.1025643,-0.029861731,818305,7.41 - 54.25,37.326244
20,VMI,Valmont,us_market,231.34,222.67 - 236.845,35.211567,4916622848,0.008016389,1.8007263,-0.02326371,141710,82.6 - 236.85,25.619047
21,UGI,UGI,us_market,40.29,39.525 - 40.3681,13.529215,8402640896,0.033265878,0.85241383,-0.014673477,994288,21.75 - 40.89,14.389286
22,MATD.L,,gb_market,3.25,3.1 - 3.325,,22146214,,0.8055556,-0.29653677,1133207,1.8 - 4.62,
23,MTSI,MACOM ,us_market,67.98,64.48 - 68.11,,4646059008,,3.5229545,-0.018906012,506323,15.03 - 69.29,35.968258
24,GL,Globe Life,us_market,95.3,93.275 - 95.685,13.953149,9974289408,0.00737337,0.6795911,-0.12149705,450353,56.74 - 108.48,12.895805
0,300550.SZ,,cn_market,18.37,17.88 - 18.5,97.19577,3488995840,0.0021751255,0.14383571,-0.32587153,632622,16.06 - 27.25,
1,FUN,Cedar Fair,us_market,46.48,46.29 - 47.9,,2635708672,0.020455044,2.5753846,-0.1056379,495798,13.0 - 51.97,-16.779783
2,GWPH,GW Pharmaceuticals,us_market,213.81,212.75 - 214.21,,6580558336,,2.1451895,-0.016965529,811298,67.98 - 217.5,509.07144
3,002923.SZ,,cn_market,16.05,15.74 - 16.11,21.4,2983887360,0.025412962,0.09332418,-0.3378713,734009,14.68 - 24.24,
4,605128.SS,,cn_market,29.44,29.37 - 29.88,22.473284,2355200000,,0.17760003,-0.20281613,835239,25.0 - 36.93,
5,688015.SS,,cn_market,38.68,37.58 - 38.68,29.93808,6188800000,0.006354249,0.15704457,-0.2839689,933965,33.43 - 54.02,
6,VNE,Veoneer,us_market,28.64,27.53 - 28.8,,3197312256,,4.455238,-0.06740475,773143,5.25 - 30.71,-9.944444
7,AN,AutoNation,us_market,78.74,78.0 - 79.55,18.320148,6475010560,,2.8241863,-0.050180983,632405,20.59 - 82.9,10.583333
8,CWEN,Clearway Energy,us_market,31.69,31.08 - 31.86,82.31169,6210923008,0.029785873,0.9658808,-0.14880471,817991,16.12 - 37.23,
9,ZNWD.L,,gb_market,12.0,11.5 - 12.5,,24612720,,3.805767,-0.26829267,1661031,2.497 - 16.4,
10,603797.SS,,cn_market,7.47,7.28 - 7.47,14.09434,3359811840,0.016076295,0.1031646,-0.2662083,1462832,6.771428 - 10.18,
11,GLPG,Galapagos,us_market,86.28,83.02 - 86.51,,5605990912,,0.053608492,-0.6580397,322530,81.89 - 252.31,-12.954955
12,5381.T,,jp_market,505.0,493.0 - 535.0,96.37405,5959100928,0.01934236,1.7150538,-0.17213115,820125,186.0 - 610.0,
13,KMT,Kennametal,us_market,36.5,36.29 - 37.12,,3048954624,0.022160666,1.5259515,-0.12679425,588511,14.45 - 41.8,52.142857
14,EVT.DE,,de_market,34.46,34.26 - 36.09,374.56522,5634002944,,1.0069889,-0.19860467,853060,17.17 - 43.0,
15,MDU,MDU Resources,us_market,28.42,28.25 - 28.56,14.604317,5698835456,0.029526165,0.8946667,-0.10459986,972030,15.0 - 31.74,14.069307
16,603755.SS,,cn_market,67.3,64.41 - 67.68,74.28256,6636702208,0.008425245,0.14631245,-0.2591369,677845,58.71 - 90.84,
17,VRRM,,us_market,14.03,13.8 - 14.18,318.86362,2276633856,,1.4906799,-0.17809021,795235,5.633 - 17.07,
18,AVT,Avnet,us_market,38.53,37.91 - 38.73,,3832016384,0.022216344,1.1585433,-0.089125305,903500,17.85 - 42.3,18.703884
19,688466.SS,,cn_market,21.77,20.61 - 21.88,25.02299,2237085184,,0.10563737,-0.63026494,698755,19.69 - 58.88,
20,300845.SZ,,cn_market,26.38,25.45 - 26.45,23.532558,2436351232,,0.24669184,-0.5593786,1446510,21.16 - 59.87,
21,688288.SS,,cn_market,33.49,32.41 - 33.5,43.212906,3349000192,0.009182737,0.16608644,-0.4812577,996922,28.72 - 64.56,
22,ARWR,Arrowhead Pharmaceuticals,us_market,89.51,86.0635 - 90.4,,9290422272,,3.5879035,-0.03336929,958568,19.51 - 92.6,-162.74545
23,UCTT,Ultra Clean,us_market,50.86,49.76 - 51.93,26.910053,2059830016,,3.3138254,-0.020981716,526726,11.79 - 51.95,14.614943
24,THC,Tenet Healthcare,us_market,50.9,49.8 - 51.42,13.573334,5370815488,,4.09,-0.032870978,1048680,10.0 - 52.63,11.920375
0,ADPT,Adaptive Biotechnologies,us_market,63.21,61.2 - 64.33,,8645357568,,3.1612904,-0.11284212,797683,15.19 - 71.25,-58.527775
1,3667.T,,jp_market,481.0,475.0 - 518.0,,6604034048,,0.5874587,-0.56666666,237206,303.0 - 1110.0,
2,200541.SZ,,cn_market,3.39,3.35 - 3.4,,9418369024,,0.55504584,-0.0029411735,779725,2.18 - 3.4,
3,002802.SZ,,cn_market,21.08,19.85 - 21.14,23.954546,2283933696,0.039960038,0.21849716,-0.3371069,697208,17.3 - 31.8,
4,002990.SZ,,cn_market,71.45,68.33 - 71.68,32.388935,9019847680,,0.6176138,-0.39449155,1168046,44.17 - 118.0,
5,RARE,Ultragenyx Pharmaceutical,us_market,148.14,143.84 - 149.92,,9917854720,,3.6308222,-0.17538285,498441,31.99 - 179.647,-28.990215
6,GKOS,Glaukos,us_market,93.36,88.9 - 94.555,,4197596416,,3.0051482,-0.045252368,414815,23.31 - 97.785,-64.38621
7,EQLS.L,,gb_market,34.25,33.0 - 34.8999,,61171528,,1.8781513,-0.2712766,542298,11.9 - 47.0,
8,INGR,Ingredion,us_market,86.86,86.22 - 87.87,16.866018,5820966400,0.029387943,0.4694637,-0.07576083,686311,59.11 - 93.98,13.160606
9,HCSG,Healthcare Services,us_market,29.41,28.3 - 29.44,22.280302,2188809728,0.028275147,0.8613924,-0.1784916,686293,15.8 - 35.8,26.495495
10,SDGR,Schrodinger,us_market,105.03,101.5 - 107.51,,7298230272,,2.8842454,-0.07359713,897798,27.04 - 113.374,-362.17242
11,300583.SZ,,cn_market,19.38,18.7 - 19.55,,2082477824,0.002768903,0.09801697,-0.41094232,506876,17.65 - 32.9,
12,WSC,WillScot,us_market,26.7,26.34 - 26.87,115.08621,6089629184,,2.5838926,-0.04540574,1235263,7.45 - 27.97,62.093025
13,STAA,Staar Surgical,us_market,123.34,117.76 - 128.22,652.5926,5687182336,,4.316379,-0.038134597,746308,23.2 - 128.23,1233.3999
