backmarketid,price,stockraw,pressurestocklimit,warranty,slug,state_value,state_label,title,price_new,merchant_slug,objectid,brand,warranty,size,storage,memory,model,processor_speed,processor_type,storage_type,date_release,keyboard_type_language,highlightresult_title_value
18184,619.0,20,20,12,macbook-pro-15-mi-2010-core-i5-24-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/18184.html#?l=2,2,Bon état,"MacBook Pro 15"" (Mi-2010) - Core i5 2,4 GHz - HDD 320 Go - 4 Go AZERTY - Français",1799.0,macbook-pro-15-mi-2010-core-i5-24-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/boutique-604/18184.html,214933,Apple,12.0,"15,4",320,4,MacBook Pro,"2,4",Intel Core i5,HDD,Mi-2010,AZERTY - Français,"MacBook Pro 15"" (Mi-2010) - Core i5 2,4 GHz - HDD 320 Go - 4 Go AZERTY - Français"
35766,639.0,20,20,12,macbook-pro-15-mi-2010-core-i5-24-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/35766.html#?l=2,2,Bon état,"MacBook Pro 15"" (Mi-2010) - Core i5 2,4 GHz - HDD 500 Go - 8 Go AZERTY - Français",1799.0,macbook-pro-15-mi-2010-core-i5-24-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/boutique-604/35766.html,776858,Apple,12.0,"15,4",500,8,MacBook Pro,"2,4",Intel Core i5,HDD,Mi-2010,AZERTY - Français,"MacBook Pro 15"" (Mi-2010) - Core i5 2,4 GHz - HDD 500 Go - 8 Go AZERTY - Français"
40233,649.0,1,20,12,macbook-pro-13-retina-fin-2012-core-i5-25-ghz-ssd-500-go-4-go-azerty-francais-pas-cher/40233.html#?l=4,4,Stallone,"MacBook Pro 13"" Retina (Fin 2012) - Core i5 2,5 GHz - SSD 500 Go - 4 Go AZERTY - Français",1199.0,macbook-pro-13-retina-fin-2012-core-i5-25-ghz-ssd-500-go-4-go-azerty-francais-pas-cher/boutique-4892/40233.html,1345805,Apple,12.0,"13,3",500,4,MacBook Pro,"2,5",Intel Core i5,HDD,Fin 2012,AZERTY - Français,"MacBook Pro 13"" Retina (Fin 2012) - Core i5 2,5 GHz - SSD 500 Go - 4 Go AZERTY - Français"
2274,669.0,20,20,12,macbook-pro-15-mi-2010-core-i7-266-ghz-ssd-500-go-4-go-azerty-francais-pas-cher/2274.html#?l=2,2,Bon état,"MacBook Pro 15"" (Mi-2010) - Core i7 2,66 GHz - SSD 500 Go - 4 Go AZERTY - Français",1750.0,macbook-pro-15-mi-2010-core-i7-266-ghz-ssd-500-go-4-go-azerty-francais-pas-cher/boutique-604/2274.html,118464,Apple,12.0,"15,4",500,4,MacBook Pro,"2,66",Intel Core i7,HDD,Mi-2010,AZERTY - Français,"MacBook Pro 15"" (Mi-2010) - Core i7 2,66 GHz - SSD 500 Go - 4 Go AZERTY - Français"
263731,699.0,12,20,12,asus-zenbook-ux430ua-gv569t-14-core-i5-16-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/263731.html#?l=0,0,Comme neuf,"Asus ZenBook UX430UA-GV569T 14"" Core i5 1,6 GHz  - SSD 256 Go - 8 Go AZERTY - Français",939.0,asus-zenbook-ux430ua-gv569t-14-core-i5-16-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-192/263731.html,1232327,Asus,12.0,14,256,8,ZenBook UX430UA-GV569T,"1,6",Intel Core i5,SSD,,AZERTY - Français,"Asus ZenBook UX430UA-GV569T 14"" Core i5 1,6 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
344107,839.0,1,20,12,macbook-pro-15-retina-fin-2013-core-i7-2-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/344107.html#?l=4,4,Stallone,"MacBook Pro   15"" Retina (Fin 2013) - Core i7 2 GHz  - SSD 256 Go - 8 Go AZERTY - Français",1999.0,macbook-pro-15-retina-fin-2013-core-i7-2-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-2706/344107.html,1367773,Apple,12.0,"15,4",256,8,MacBook Pro,2,Intel Core i7,SSD,Fin 2013,AZERTY - Français,"MacBook Pro   15"" Retina (Fin 2013) - Core i7 2 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
321115,1041.9,1,20,12,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/321115.html#?l=1,1,Très bon état,"MacBook Air   13"" Retina (Mi-2019) - Core i5 1,6 GHz  - SSD 128 Go - 8 Go AZERTY - Français",1249.0,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-7/321115.html,712205,Apple,12.0,"13,3",128,8,MacBook Air,"1,6",Intel Core i5,SSD,Mi-2019,AZERTY - Français,"MacBook Air   13"" Retina (Mi-2019) - Core i5 1,6 GHz  - SSD 128 Go - 8 Go AZERTY - Français"
382893,1199.0,5,20,12,macbook-pro-15-retina-mi-2015-core-i7-25-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/382893.html#?l=4,4,Stallone,"MacBook Pro   15"" Retina (Mi-2015) - Core i7 2,5 GHz  - SSD 512 Go - 16 Go AZERTY - Français",3237.0,macbook-pro-15-retina-mi-2015-core-i7-25-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-4/382893.html,1358287,Apple,12.0,"15,4",512,16,MacBook Pro,"2,5",Intel Core i7,SSD,Mi-2015,AZERTY - Français,"MacBook Pro   15"" Retina (Mi-2015) - Core i7 2,5 GHz  - SSD 512 Go - 16 Go AZERTY - Français"
117489,1219.0,1,20,12,macbook-pro-15-retina-fin-2013-core-i7-2-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/117489.html#?l=1,1,Très bon état,"MacBook Pro 15"" Retina (Fin 2013) - Core i7 2 GHz - SSD 256 Go - 16 Go AZERTY - Français",1999.0,macbook-pro-15-retina-fin-2013-core-i7-2-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/boutique-1878/117489.html,408333,Apple,12.0,"15,4",256,16,MacBook Pro,2,Intel Core i7,SSD,Fin 2013,AZERTY - Français,"MacBook Pro 15"" Retina (Fin 2013) - Core i7 2 GHz - SSD 256 Go - 16 Go AZERTY - Français"
35827,1345.0,1,20,12,macbook-pro-touch-bar-13-retina-mi-2018-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/35827.html#?l=0,0,Comme neuf,"MacBook Pro Touch Bar 13"" Retina (Mi-2018) - Core i5 2,3 GHz  - SSD 256 Go - 8 Go AZERTY - Français",1999.0,macbook-pro-touch-bar-13-retina-mi-2018-core-i5-23-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-3272/35827.html,1352197,Apple,12.0,"13,3",256,8,MacBook Pro,"2,3",Intel Core i5,SSD,Mi-2018,AZERTY - Français,"MacBook Pro Touch Bar 13"" Retina (Mi-2018) - Core i5 2,3 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
383234,1459.0,46,20,12,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/383234.html#?l=0,0,Comme neuf,"MacBook air   13"" Retina (Mi-2019) - Core i5 1,6 GHz  - SSD 512 Go - 16 Go AZERTY - Français",1589.0,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-512-go-16-go-azerty-francais-pas-cher/boutique-900/383234.html,1275549,Apple,12.0,"13,3",512,16,MacBook air,"1,6",Intel Core i5,SSD,Mi-2019,AZERTY - Français,"MacBook air   13"" Retina (Mi-2019) - Core i5 1,6 GHz  - SSD 512 Go - 16 Go AZERTY - Français"
305360,368.0,95,20,12,hp-prodesk-600-g1-core-i5-33-ghz-hdd-1-to-ram-32-go-pas-cher/305360.html#?l=4,4,Stallone,"Hp ProDesk 600 G1 Core i5 3,3 GHz - HDD 1 To RAM 32 Go",1000.0,hp-prodesk-600-g1-core-i5-33-ghz-hdd-1-to-ram-32-go-pas-cher/boutique-26/305360.html,1214413,,,,,,,,,,,,"Hp ProDesk 600 G1 Core i5 3,3 GHz - HDD 1 To RAM 32 Go"
281463,377.0,5,20,12,hp-elitebook-820-g2-12-core-i5-22-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/281463.html#?l=2,2,Bon état,"Hp EliteBook 820 G2 12"" Core i5 2,2 GHz - SSD 240 Go - 8 Go AZERTY - Français",570.0,hp-elitebook-820-g2-12-core-i5-22-ghz-ssd-240-go-8-go-azerty-francais-pas-cher/boutique-1033/281463.html,979246,HP,12.0,"12,5",240,8,EliteBook 820 G2,"2,2",Intel Core i5,SSD,2014,AZERTY - Français,"Hp EliteBook 820 G2 12"" Core i5 2,2 GHz - SSD 240 Go - 8 Go AZERTY - Français"
388347,386.0,2,20,12,dell-latitude-7280-12-core-i5-24-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/388347.html#?l=1,1,Très bon état,"Dell Latitude 7280 12"" Core i5 2,4 GHz - SSD 128 Go - 8 Go AZERTY - Français",1450.0,dell-latitude-7280-12-core-i5-24-ghz-ssd-128-go-8-go-azerty-francais-pas-cher/boutique-1878/388347.html,1263948,Dell,12.0,"12,5",128,8,Latitude 7280,"2,4",Intel Core i5,SSD,2015,AZERTY - Français,"Dell Latitude 7280 12"" Core i5 2,4 GHz - SSD 128 Go - 8 Go AZERTY - Français"
331563,446.0,21,20,12,hp-elitebook-840-g3-14-core-i5-24-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/331563.html#?l=3,3,État correct,"Hp Elitebook 840 G3 14"" Core i5 2,4 GHz  - HDD 500 Go - 8 Go AZERTY - Français",1504.0,hp-elitebook-840-g3-14-core-i5-24-ghz-hdd-500-go-8-go-azerty-francais-pas-cher/boutique-3210/331563.html,1346729,HP,12.0,14,500,8,Elitebook 840 G3,"2,4",Intel Core i5,HDD,Juillet 2016,AZERTY - Français,"Hp Elitebook 840 G3 14"" Core i5 2,4 GHz  - HDD 500 Go - 8 Go AZERTY - Français"
129212,529.0,20,20,12,macbook-pro-13-fin-2011-core-i5-24-ghz-ssd-250-go-8-go-azerty-francais-pas-cher/129212.html#?l=3,3,État correct,"MacBook Pro 13"" (Fin 2011) - Core i5 2,4 GHz - SSD 250 Go - 8 Go AZERTY - Français",1249.0,macbook-pro-13-fin-2011-core-i5-24-ghz-ssd-250-go-8-go-azerty-francais-pas-cher/boutique-604/129212.html,1040183,Apple,12.0,"13,3",250,8,MacBook Pro,"2,4",Intel Core i5,SSD,Fin 2011,AZERTY - Français,"MacBook Pro 13"" (Fin 2011) - Core i5 2,4 GHz - SSD 250 Go - 8 Go AZERTY - Français"
402643,549.0,7,20,12,asus-vivobook-r702qa-bx113t-17-a12-27-ghz-ssd-256-go-hdd-1-to-8-go-azerty-francais-pas-cher/402643.html#?l=0,0,Comme neuf,"Asus Vivobook R702QA-BX113T 17"" A12 2,7 GHz - SSD 256 Go + HDD 1 To - 8 Go AZERTY - Français",719.0,asus-vivobook-r702qa-bx113t-17-a12-27-ghz-ssd-256-go-hdd-1-to-8-go-azerty-francais-pas-cher/boutique-192/402643.html,1232400,Asus,12.0,"17,3",1256,8,Vivobook R702QA-BX113T,"2,7",Autre,HDD + SSD,2019,AZERTY - Français,"Asus Vivobook R702QA-BX113T 17"" A12 2,7 GHz - SSD 256 Go + HDD 1 To - 8 Go AZERTY - Français"
302234,549.0,98,20,12,hp-elitebook-840-g3-14-core-i5-23-ghz-hdd-1-to-16-go-azerty-francais-pas-cher/302234.html#?l=4,4,Stallone,"HP EliteBook 840 G3 14"" Core i5 2,3 GHz - HDD 1 To - 16 Go AZERTY - Français",1699.0,hp-elitebook-840-g3-14-core-i5-23-ghz-hdd-1-to-16-go-azerty-francais-pas-cher/boutique-26/302234.html,784282,HP,12.0,14,1000,16,EliteBook 840 G3,"2,3",Intel Core i5,HDD,2016,AZERTY - Français,"HP EliteBook 840 G3 14"" Core i5 2,3 GHz - HDD 1 To - 16 Go AZERTY - Français"
330752,559.97,11,20,12,lenovo-thinkpad-x260-12-core-i5-24-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/330752.html#?l=1,1,Très bon état,"Lenovo ThinkPad X260 12"" Core i5 2,4 GHz - SSD 256 Go - 16 Go AZERTY - Français",1634.0,lenovo-thinkpad-x260-12-core-i5-24-ghz-ssd-256-go-16-go-azerty-francais-pas-cher/boutique-6/330752.html,939545,Lenovo,12.0,"12,5",256,16,ThinkPad X260,"2,4",Intel Core i5,SSD,Mai 2016,AZERTY - Français,"Lenovo ThinkPad X260 12"" Core i5 2,4 GHz - SSD 256 Go - 16 Go AZERTY - Français"
409269,650.0,2,20,12,hp-elitebook-840-g3-14-core-i5-24-ghz-ssd-256-go-hdd-500-go-16-go-azerty-francais-pas-cher/409269.html#?l=1,1,Très bon état,"HP EliteBook 840 G3 14"" Core i5 2,4 GHz - SSD 256 Go + HDD 500 Go - 16 Go AZERTY - Français",1570.0,hp-elitebook-840-g3-14-core-i5-24-ghz-ssd-256-go-hdd-500-go-16-go-azerty-francais-pas-cher/boutique-1093/409269.html,1263116,HP,12.0,14,756,16,EliteBook 840 G3,"2,4",Intel Core i5,HDD + SSD,2016,AZERTY - Français,"HP EliteBook 840 G3 14"" Core i5 2,4 GHz - SSD 256 Go + HDD 500 Go - 16 Go AZERTY - Français"
252105,665.0,80,20,12,macbook-air-13-debut-2015-core-i5-16-ghz-ssd-512-go-4-go-azerty-francais-pas-cher/252105.html#?l=4,4,Stallone,"MacBook Air   13""   (Début 2015) - Core i5 1,6 GHz  - SSD 512 Go - 4 Go AZERTY - Français",1599.0,macbook-air-13-debut-2015-core-i5-16-ghz-ssd-512-go-4-go-azerty-francais-pas-cher/boutique-94/252105.html,791429,Apple,12.0,"13,3",512,4,MacBook Air,"1,6",Intel Core i5,SSD,Début 2015,AZERTY - Français,"MacBook Air   13""   (Début 2015) - Core i5 1,6 GHz  - SSD 512 Go - 4 Go AZERTY - Français"
23246,739.0,2,20,12,macbook-12-retina-debut-2015-core-m-11-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/23246.html#?l=3,3,État correct,"MacBook   12"" Retina (Début 2015) - Core m 1,1 GHz  - SSD 256 Go - 8 Go AZERTY - Français",1362.0,macbook-12-retina-debut-2015-core-m-11-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-94/23246.html,997978,Apple,12.0,12,256,8,MacBook,"1,1",Intel Core M,SSD,Début 2015,AZERTY - Français,"MacBook   12"" Retina (Début 2015) - Core m 1,1 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
239470,779.0,1,20,12,macbook-12-retina-debut-2015-core-m-12-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/239470.html#?l=4,4,Stallone,"MacBook 12"" Retina (Début 2015) - Core m 1,2 GHz - SSD 512 Go - 8 Go AZERTY - Français",1799.0,macbook-12-retina-debut-2015-core-m-12-ghz-ssd-512-go-8-go-azerty-francais-pas-cher/boutique-94/239470.html,351036,Apple,12.0,12,512,8,MacBook,"1,2",Intel Core M,SSD,Début 2015,AZERTY - Français,"MacBook 12"" Retina (Début 2015) - Core m 1,2 GHz - SSD 512 Go - 8 Go AZERTY - Français"
231476,850.0,3,20,12,imac-27-mi-2011-core-i5-27-ghz-hdd-1-to-16-go-azerty-francais-pas-cher/231476.html#?l=0,0,Comme neuf,"iMac 27""   (Mi-2011) Core i5 2,7 GHz  - HDD 1 To - 16 Go AZERTY - Français",1449.0,imac-27-mi-2011-core-i5-27-ghz-hdd-1-to-16-go-azerty-francais-pas-cher/boutique-5211/231476.html,1276940,Apple,12.0,27,1000,16,iMac,"2,7",Intel Core i5,HDD,Mi-2011,AZERTY - Français,"iMac 27""   (Mi-2011) Core i5 2,7 GHz  - HDD 1 To - 16 Go AZERTY - Français"
27573,919.0,1,20,12,imac-21-fin-2015-core-i5-28-ghz-hdd-1-to-8-go-azerty-francais-pas-cher/27573.html#?l=4,4,Stallone,"iMac 21""   (Fin 2015) Core i5 2,8 GHz  - HDD 1 To - 8 Go AZERTY - Français",1425.0,imac-21-fin-2015-core-i5-28-ghz-hdd-1-to-8-go-azerty-francais-pas-cher/boutique-94/27573.html,1345620,Apple,12.0,"21,5",1000,8,iMac,"2,8",Intel Core i5,HDD,Fin 2015,AZERTY - Français,"iMac 21""   (Fin 2015) Core i5 2,8 GHz  - HDD 1 To - 8 Go AZERTY - Français"
36820,1059.0,1,20,12,imac-21-octobre-2015-core-i5-31-ghz-hdd-1-to-8-go-azerty-franais-pas-cher/36820.html#?l=1,1,Très bon état,"iMac 21""  (Octobre 2015) Core i5 3,1 GHz  - HDD 1 To - 8 Go AZERTY - Fran?ais",1500.0,imac-21-octobre-2015-core-i5-31-ghz-hdd-1-to-8-go-azerty-franais-pas-cher/boutique-4680/36820.html,1271568,Apple,12.0,"21,5",1000,8,iMac,"3,1",Intel Core i5,HDD,Octobre 2015,AZERTY - Fran?ais,"iMac 21""  (Octobre 2015) Core i5 3,1 GHz  - HDD 1 To - 8 Go AZERTY - Fran?ais"
351149,1179.0,1,20,12,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/351149.html#?l=1,1,Très bon état,"MacBook Air   13"" Retina (Mi-2019) - Core i5 1,6 GHz  - SSD 256 Go - 8 Go AZERTY - Français",1449.0,macbook-air-13-retina-mi-2019-core-i5-16-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-4460/351149.html,1310424,Apple,12.0,"13,3",256,8,MacBook Air,"1,6",Intel Core i5,SSD,Mi-2019,AZERTY - Français,"MacBook Air   13"" Retina (Mi-2019) - Core i5 1,6 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
118466,79.0,50,20,12,hp-prodesk-400-g1-pentium-g3240-31-ghz-hdd-250-go-ram-4-go-pas-cher/118466.html#?l=2,2,Bon état,"Hp ProDesk 400 G1 Pentium G3240 3,1 GHz - HDD 250 Go RAM 4 Go",399.0,hp-prodesk-400-g1-pentium-g3240-31-ghz-hdd-250-go-ram-4-go-pas-cher/boutique-230/118466.html,1310649,,,,,,,,,,,,"Hp ProDesk 400 G1 Pentium G3240 3,1 GHz - HDD 250 Go RAM 4 Go"
60467,102.0,100,20,12,lenovo-thinkcentre-m58p-sff-core-2-duo-226-ghz-ssd-128-go-ram-4-go-pas-cher/60467.html#?l=4,4,Stallone,"Lenovo ThinkCentre M58P SFF Core 2 Duo 2,26 GHz - SSD 128 Go RAM 4 Go",499.0,lenovo-thinkcentre-m58p-sff-core-2-duo-226-ghz-ssd-128-go-ram-4-go-pas-cher/boutique-26/60467.html,1163674,,,,,,,,,,,,"Lenovo ThinkCentre M58P SFF Core 2 Duo 2,26 GHz - SSD 128 Go RAM 4 Go"
327169,195.0,5,20,12,dell-optiplex-3050-core-i3-32-ghz-ssd-128-go-ram-4-go-pas-cher/327169.html#?l=2,2,Bon état,"Dell OptiPlex 3050 Core i3 3,2 GHz  - SSD 128 Go RAM 4 Go  ",799.0,dell-optiplex-3050-core-i3-32-ghz-ssd-128-go-ram-4-go-pas-cher/boutique-3058/327169.html,1303833,,,,,,,,,,,,"Dell OptiPlex 3050 Core i3 3,2 GHz  - SSD 128 Go RAM 4 Go  "
11334,259.0,84,20,12,dell-optiplex-3010-dt-17-core-i5-31-ghz-hdd-2-to-8-go-pas-cher/11334.html#?l=4,4,Stallone,"Dell Optiplex 3010 DT 17"" Intel Core I5 3.1 GHz - HDD 2 To - 8 Go",925.0,dell-optiplex-3010-dt-17-core-i5-31-ghz-hdd-2-to-8-go-pas-cher/boutique-26/11334.html,320298,Dell,12.0,17 pouces,2000,8,Optiplex 3010 DT,"3,1",Intel Core i5,HDD,,,"Dell Optiplex 3010 DT 17"" Intel Core I5 3.1 GHz - HDD 2 To - 8 Go"
245624,345.0,2,20,12,hp-probook-650-g1-15-core-i3-24-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/245624.html#?l=2,2,Bon état,"HP ProBook 650 G1 15"" Core i3 2,4 GHz  - HDD 320 Go - 4 Go AZERTY - Français",365.0,hp-probook-650-g1-15-core-i3-24-ghz-hdd-320-go-4-go-azerty-francais-pas-cher/boutique-4275/245624.html,1288021,HP,12.0,"15,6",320,4,ProBook 650 G1,"2,4",Intel Core i3,HDD,2014,AZERTY - Français,"HP ProBook 650 G1 15"" Core i3 2,4 GHz  - HDD 320 Go - 4 Go AZERTY - Français"
236991,399.0,2,20,12,asus-tp401ma-bz078ts-14-pentium-11-ghz-ssd-64-go-4-go-azerty-francais-pas-cher/236991.html#?l=0,0,Comme neuf,"Asus TP401MA-BZ078TS 14"" Pentium 1,1 GHz  - SSD 64 Go - 4 Go AZERTY - Français",499.0,asus-tp401ma-bz078ts-14-pentium-11-ghz-ssd-64-go-4-go-azerty-francais-pas-cher/boutique-192/236991.html,353923,Asus,12.0,14,64,4,TP401MA-BZ078TS,"1,1",Intel Pentium,SSD,,AZERTY - Français,"Asus TP401MA-BZ078TS 14"" Pentium 1,1 GHz  - SSD 64 Go - 4 Go AZERTY - Français"
79949,399.0,97,20,12,hp-probook-640-g1-14-core-i5-25-ghz-ssd-240-go-4-go-azerty-francais-pas-cher/79949.html#?l=3,3,État correct,"HP Probook 640 G1 14"" Core i5 2,5 GHz  - SSD 240 Go - 4 Go AZERTY - Français",574.0,hp-probook-640-g1-14-core-i5-25-ghz-ssd-240-go-4-go-azerty-francais-pas-cher/boutique-26/79949.html,991268,HP,12.0,14,240,4,Probook 640 G1,"2,5",Intel Core i5,SSD,2013,AZERTY - Français,"HP Probook 640 G1 14"" Core i5 2,5 GHz  - SSD 240 Go - 4 Go AZERTY - Français"
417595,399.0,1,20,12,lenovo-thinkpad-x250-12-core-i5-23-ghz-ssd-256-go-8-go-qwertz-allemand-pas-cher/417595.html#?l=0,0,Comme neuf,"Lenovo ThinkPad X250 12"" Core i5 2,3 GHz - SSD 256 Go - 8 Go QWERTZ - Allemand",429.0,lenovo-thinkpad-x250-12-core-i5-23-ghz-ssd-256-go-8-go-qwertz-allemand-pas-cher/boutique-1900/417595.html,1338517,Lenovo,12.0,"12,5",256,8,ThinkPad X250,"2,3",Intel Core i5,SSD,2015,QWERTZ - Allemand,"Lenovo ThinkPad X250 12"" Core i5 2,3 GHz - SSD 256 Go - 8 Go QWERTZ - Allemand"
13766,459.0,9,20,12,macbook-air-11-mi-2013-core-i5-13-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/13766.html#?l=4,4,Stallone,"MacBook Air   11""   (Mi-2013) - Core i5 1,3 GHz  - SSD 128 Go - 4 Go AZERTY - Français",999.0,macbook-air-11-mi-2013-core-i5-13-ghz-ssd-128-go-4-go-azerty-francais-pas-cher/boutique-94/13766.html,820879,Apple,12.0,"11,6",128,4,MacBook Air,"1,3",Intel Core i5,SSD,Mi-2013,AZERTY - Français,"MacBook Air   11""   (Mi-2013) - Core i5 1,3 GHz  - SSD 128 Go - 4 Go AZERTY - Français"
411513,499.0,1,20,12,acer-travelmate-p2-tmp214-52-38mw-14-core-i3-21-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/411513.html#?l=1,1,Très bon état,"Acer TravelMate P2 TMP214-52-38MW 14"" Core i3 2,1 GHz - SSD 256 Go - 8 Go AZERTY - Français",700.0,acer-travelmate-p2-tmp214-52-38mw-14-core-i3-21-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-2729/411513.html,1273952,Acer,12.0,14,256,8,TravelMate P2 TMP214-52-38MW,"2,1",Intel Core i3,SSD,2019,AZERTY - Français,"Acer TravelMate P2 TMP214-52-38MW 14"" Core i3 2,1 GHz - SSD 256 Go - 8 Go AZERTY - Français"
259251,499.0,10,20,12,dell-optiplex-7040-core-i5-6500t-25-ghz-ssd-500-go-ram-4-go-pas-cher/259251.html#?l=0,0,Comme neuf,"Dell OPTIPLEX 7040 Core i5-6500T 2,5 GHz - SSD 500 Go RAM 4 Go",1299.0,dell-optiplex-7040-core-i5-6500t-25-ghz-ssd-500-go-ram-4-go-pas-cher/boutique-3986/259251.html,1147781,,,,,,,,,,,,"Dell OPTIPLEX 7040 Core i5-6500T 2,5 GHz - SSD 500 Go RAM 4 Go"
328161,499.0,100,20,12,hp-probook-640-g1-14-core-i5-27-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/328161.html#?l=4,4,Stallone,"HP ProBook 640 G1 14"" Core i5 2,7 GHz  - SSD 256 Go - 8 Go AZERTY - Français",1115.0,hp-probook-640-g1-14-core-i5-27-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-26/328161.html,1093799,HP,12.0,14,256,8,ProBook 640 G1,"2,7",Intel Core i5,SSD,Fin 2014,AZERTY - Français,"HP ProBook 640 G1 14"" Core i5 2,7 GHz  - SSD 256 Go - 8 Go AZERTY - Français"
18213,509.0,20,20,12,macbook-air-11-fin-2010-core-2-duo-14-ghz-ssd-64-go-2-go-azerty-francais-pas-cher/18213.html#?l=4,4,Stallone,"MacBook Air 11"" (Fin 2010) - Core 2 Duo 1,4 GHz - SSD 64 Go - 2 Go AZERTY - Français",999.0,macbook-air-11-fin-2010-core-2-duo-14-ghz-ssd-64-go-2-go-azerty-francais-pas-cher/boutique-604/18213.html,118479,Apple,12.0,"11,6",64,2,MacBook Air,"1,4",Intel Core 2 Duo,SSD,Fin 2010,AZERTY - Français,"MacBook Air 11"" (Fin 2010) - Core 2 Duo 1,4 GHz - SSD 64 Go - 2 Go AZERTY - Français"
205159,544.0,1,20,12,imac-21-mi-2011-core-i5-25-ghz-hdd-500-go-4-go-azerty-francais-pas-cher/205159.html#?l=3,3,État correct,"iMac 21""   (Mi-2011) Core i5 2,5 GHz  - HDD 500 Go - 4 Go AZERTY - Français",1199.0,imac-21-mi-2011-core-i5-25-ghz-hdd-500-go-4-go-azerty-francais-pas-cher/boutique-5411/205159.html,1283798,Apple,12.0,"21,5",500,4,iMac,"2,5",Intel Core i5,HDD,Mi-2011,AZERTY - Français,"iMac 21""   (Mi-2011) Core i5 2,5 GHz  - HDD 500 Go - 4 Go AZERTY - Français"
244548,609.0,20,20,12,macbook-pro-13-mi-2012-core-i5-25-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/244548.html#?l=4,4,Stallone,"MacBook Pro 13"" (Mi-2012) - Core i5 2,5 GHz - SSD 256 Go - 8 Go AZERTY - Français",1349.0,macbook-pro-13-mi-2012-core-i5-25-ghz-ssd-256-go-8-go-azerty-francais-pas-cher/boutique-604/244548.html,724205,Apple,12.0,"13,3",256,8,MacBook Pro,"2,5",Intel Core i5,SSD,Mi-2012,AZERTY - Français,"MacBook Pro 13"" (Mi-2012) - Core i5 2,5 GHz - SSD 256 Go - 8 Go AZERTY - Français"
26957,705.0,2,20,12,hp-elitebook-820-g1-12-core-i5-19-ghz-ssd-180-go-8-go-azerty-francais-pas-cher/340717.html#?l=4,4,Stallone,"Hp EliteBook 820 G1 12"" Core i5 1,9 GHz - SSD 180 Go - 8 Go AZERTY - Français",799.0,hp-elitebook-820-g1-12-core-i5-19-ghz-ssd-180-go-8-go-azerty-francais-pas-cher/boutique-668/26957.html,1068456,HP,12.0,"12,5",180,8,EliteBook 820 G1,"1,9",Intel Core i5,SSD,2013,AZERTY - Français,"Hp EliteBook 820 G1 12"" Core i5 1,9 GHz - SSD 180 Go - 8 Go AZERTY - Français"
